author,desc,genre,img,release,score,time,title
Billy Wilder,"Charles Tatum, journaliste sans scrupules, va exploiter un scoop. Au Nouveau-Mexique, Léo Minosa, un Indien, est coincé au fond d'une galerie effondrée. S'arrangeant pour être le seul journaliste sur le coup, Tatum va persuader le shérif de choisir la formule de sauvetage la plus lente.",Drame,https://fr.web.img4.acsta.net/c_310_420/pictures/16/12/22/09/48/002214.jpg,None,"4,3,4,2",1h 51min,Le Gouffre aux chimères
Joseph L. Mankiewicz,"Deborah Bishop, Rita Phipps et Laura May Hollingsway partent en croisière laissant leurs maris respectifs. Mais avant de partir, elles reçoivent une lettre d'une de leur amie commune, Addie Ross, dans laquelle elle prévient qu'elle part avec le mari de l'une d'entre elles. Mais lequel ?",Comédie dramatique,https://fr.web.img4.acsta.net/c_310_420/pictures/14/06/05/11/44/151506.jpg,None,"5,0,4,2",1h 43min,Chaînes conjugales
Matthew Warchus,,"Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,7,4,2",2h 00min,Pride
Michael Curtiz,"Mildred Pierce est interrogée par la police après la mort de son second mari. Elle revient alors sur sa vie, de son premier mariage à ses efforts pour satisfaire les besoins de sa fille.","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,5,4,2",1h 51min,Le Roman de Mildred Pierce
Wes Anderson,"Le film retrace les aventures de Gustave H, l’homme aux clés d’or d’un célèbre hôtel européen de l’entre-deux-guerres et du garçon d’étage Zéro Moustafa, son allié le plus fidèle.","Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,5,4,2",1h 40min,The Grand Budapest Hotel
None,"C.C. Baxter est employé à la Sauvegarde, grande compagnie d'assurance. Dans l'espoir d'un avancement il prête souvent son appartement à ses supérieurs qui y emmènent leurs petites amies. Un jour le chef du personnel le convoque et lui apprend qu'il sait tout...","Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,9,4,2",2h 05min,La Garçonnière
Alexander Korda,"Marseille – Le bar de la Marine – Marius est un jeune homme que la mer exalte. Il aime son père César, bourru et bonhomme, il aime aussi la petite Fanny qui vend des coquillages devant le bar de César. Depuis son enfance, l’envie de courir le monde l’enflamme. ","Comédie,Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",2h 10min,La Trilogie Marseillaise de Marcel Pagnol : Marius
Jim Sheridan,"En 1975, Gerry Conlon, jeune délinquant originaire de Belfast, est arrêté par la police londonienne qui l'accuse d'être l'instigateur des attentats terroristes à Guildford pour le compte de l'IRA.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,6,4,2",2h 13min,Au nom du père
Brad Bird,"La suite des aventures de la famille Indestructibles. Alors qu'Hélène (Elastic Girl) prend la tête de la mission ""sauver le monde"", Bob (Mr Indestructible) se retrouve en dehors de sa zone de confort à devoir gérer de manière chaotique les tâches de la vie quotidienne.","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,4,2",1h 58min,Les Indestructibles 2
Dean DeBlois,"Ce film est présenté hors-compétition au Festival de Cannes 2014.Tandis qu’Astrid, Rustik le Morveux et le reste de la bande se défient durant des courses sportives de dragons devenues populaires sur l’île, notre duo désormais inséparable parcourt les cieux, à la découverte de territoires inconnus et de nouveaux mondes.","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,2",1h 43min,Dragons 2
author,desc,genre,img,release,score,time,title
Mamoru Hosoda,"Hana et ses deux enfants, Ame et Yuki, vivent discrètement dans un coin tranquille de la ville. Leur vie est simple et joyeuse, mais ils cachent un secret : leur père est un homme-loup. Quand celui-ci disparaît brutalement, Hana décide de quitter la ville pour élever ses enfants...","Animation,Fantastique",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/90/30/39/20090421.jpg,,"4,1,4,4",1h 57min,"Les Enfants Loups, Ame & Yuki"
Michael Cimino,"Cinq ouvriers sidérurgistes affrontent les hauts fourneaux d'une petite ville de Pennsylvannie et partent ensemble chasser le cerf. Parce que c'est la guerre au Vietnam, trois d'entre eux deviennent soldats sur le départ...","Drame,Guerre",https://fr.web.img5.acsta.net/c_310_420/pictures/18/07/11/14/11/3748550.jpg,25 juillet 2018,"4,7,4,4",3h 03min,Voyage au bout de l'enfer
Francis Ford Coppola,"Cloîtré dans une chambre d'hôtel de Saïgon, le jeune capitaine Willard, mal rasé et imbibé d'alcool, est sorti de sa prostration par une convocation de l'état-major américain. Le général Corman lui confie une mission qui doit rester secrète : éliminer le colonel Kurtz, un militaire aux méthodes quelque peu expéditives...","Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",21 août 2019,"4,8,4,4",3h 02min,Apocalypse Now Final Cut
Hayao Miyazaki,"Chihiro, une fillette de 10 ans, est en route vers sa nouvelle demeure en compagnie de ses parents. Au cours du voyage, la famille fait une halte dans un parc à thème qui leur paraît délabré. Lors de la visite, les parents s’arrêtent dans un des bâtiments pour déguster quelques mets très appétissants, apparus comme par enchantement. Hélas cette nourriture les transforme en porcs. Prise de panique, Chihiro s’enfuit et se retrouve seule dans cet univers fantasmagorique ; elle rencontre alors l’énigmatique Haku, son seul allié dans cette terrible épreuve...","Aventure,Animation","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,8,4,4",2h 05min,Le Voyage de Chihiro
Stanley Kubrick,"Durant la Première Guerre mondiale, le général français Mireau lance une offensive suicidaire contre une position allemande imprenable. Au moment de l'attaque, les soldats tombent par dizaines et leurs compagnons refusent d'avancer...","Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",23 mars 2011,"4,6,4,4",1h 28min,Les Sentiers de la gloire
Jonathan Demme,"Clarice Starling, jeune stagiaire du FBI, est désignée pour enquêter sur une série de meurtres épouvantables commis dans le Middle West par un tueur de femmes psychopathe connu sous le nom de Buffalo Bill.","Drame,Thriller",https://fr.web.img5.acsta.net/c_310_420/pictures/20/09/07/15/49/4218638.jpg,7 octobre 2020,"4,8,4,4",1h 58min,Le Silence des agneaux
George Lucas,"Il y a bien longtemps, dans une galaxie très lointaine... La guerre civile fait rage entre l'Empire galactique et l'Alliance rebelle.","Aventure,Science Fiction",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/35/41/59/18422600.jpg,12 mars 1997,"4,8,4,4",2h 01min,Star Wars : Episode IV - Un nouvel espoir (La Guerre des étoiles)
Eric Toledano,"La rencontre improbable, touchante et drôle entre un riche aristocrate, tétraplégique depuis un accident de parapente, et un jeune de banlieue engagé par hasard pour être son aide à domicile...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,7,4,4",1h 52min,Intouchables
Steven Spielberg,"L'archéologue aventurier Indiana Jones se retrouve aux prises avec un maléfique milliardaire. Aux côtés de la cupide Elsa et de son père, il part à la recherche du Graal.","Action,Aventure","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,4,4,4",2h 07min,Indiana Jones et la Dernière Croisade
Roman Polanski,"Durant la Seconde Guerre mondiale, Wladyslaw Szpilman, un pianiste juif polonais, est interné dans le ghetto de Varsovie dont il partage les souffrances, les humiliations et les luttes héroïques. Un officier allemand l'aide et lui permet de survivre.","Drame,Historique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,1,4,4",2h 28min,Le Pianiste
Bob Persichetti,"SPIDER-MAN : NEW GENERATION présente Miles Morales, un adolescent vivant à Brooklyn, et révèle les possibilités illimitées du Spider-Verse, un univers où plus d’un peut porter le masque…","Action,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,4,4",1h 57min,Spider-Man : New Generation
None,"Japon, XVe siècle. Jadis protégée par des animaux géants, la forêt se dépeuple à cause de l'homme. Blessé par un sanglier rendu fou par les démons, le jeune guerrier Ashitaka quitte les siens et part à la recherche du dieu-cerf qui seul pourra défaire le sortilège qui lui gangrène le bras. Au cours de son voyage, Ashitaka rencontre Lady Eboshi, à la tête d’une communauté de forgerons, qui doit se défendre contre ceux qui lui reprochent de détruire la forêt pour alimenter ses forges. Parmi ses pires ennemis se trouve San, une jeune fille sauvage élevée par des loups, aussi appelée ""Princesse Mononoké"", la princesse des spectres...","Animation,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,8,4,4",2h 15min,Princesse Mononoké
Quentin Tarantino,L'odyssée sanglante et burlesque de petits malfrats dans la jungle de Hollywood à travers trois histoires qui s'entremêlent.,"Policier,Thriller",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/02/52/18846059.jpg,,"4,4,4,5",2h 29min,Pulp Fiction
Sergio Leone,Un mystérieux desperado pourchasse sans relâche un dangereux criminel.,Western,https://fr.web.img3.acsta.net/c_310_420/pictures/16/07/19/17/05/434841.jpg,10 octobre 2018,"4,0,4,5",2h 55min,Il était une fois dans l'Ouest
Todd Phillips,"Le film, qui relate une histoire originale inédite sur grand écran, se focalise sur la figure emblématique de l’ennemi juré de Batman. Il brosse le portrait d’Arthur Fleck, un homme sans concession méprisé par la société.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,1,4,4",2h 02min,Joker
Kenji Mizoguchi,"XIe siècle. Un gouverneur de province est exilé pour avoir pris le parti des paysans contre l’avis d’un chef militaire. Contraints de reprendre la route de son village natal, sa femme Nakagimi et ses enfants Anju et Zushio sont kidnappés par des bandits de grand chemin...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",31 juillet 2019,"5,0,4,4",2h 04min,L'Intendant Sansho
Richard Marquand,"L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l'Etoile de la Mort, menace l'univers tout entier...","Aventure,Science Fiction","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",23 avril 1997,"3,0,4,4",2h 13min,Star Wars : Episode VI - Le Retour du Jedi
Garth Davis,"Une incroyable histoire vraie :  à 5 ans, Saroo se retrouve seul dans un train traversant l’Inde qui l’emmène malgré lui à des milliers de kilomètres de sa famille. Perdu, le petit garçon doit apprendre à survivre seul dans l’immense ville de Calcutta.","Biopic,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,1,4,4",1h 58min,Lion
Christopher Nolan,"Au lieu de subtiliser un rêve, un voleur expérimenté et son équipe doivent faire l'inverse : implanter une idée dans l'esprit d'un individu. S'ils y parviennent, il pourrait s'agir du crime parfait ...","Science Fiction,Thriller",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/72/34/14/19476654.jpg,12 août 2020,"4,1,4,5",2h 28min,Inception
Robert Zemeckis,"Après être arrivé en 1955 à bord d'une DeLorean convertie en machine à remonter le temps, Marty McFly fonce pour s'assurer que ses futurs parents tombent amoureux.","Aventure,Comédie,Science Fiction",https://fr.web.img6.acsta.net/c_310_420/pictures/22/07/22/15/00/2862661.jpg,,"3,6,4,5",1h 56min,Retour vers le futur
None,"Pendant la Guerre de Sécession, Tuco, Joe et Setenza, trois hommes préférant s'intéresser à leur profit personnel, se lancent à la recherche d'un coffre contenant 200 000 dollars en pièces d'or volés à l'armée sudiste. Chacun a besoin de l'autre...",Western,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",5 novembre 2014,"4,1,4,5",3h 00min,"Le Bon, la brute et le truand"
None,"Il était une fois deux truands juifs, Max et Noodles, liés par un pacte d'éternelle amitié. Débutant au début du siècle par de fructueux trafics dans le ghetto de New York, ils voient leurs chemins se séparer, lorsque Noodles se retrouve durant quelques années derrière les barreaux, puis se recouper en pleine période de prohibition, dans les années vingt. Jusqu'au jour où la trahison les sépare à nouveau.","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",6 mai 2015,"4,9,4,5",3h 40min,Il était une fois en Amérique
None,Le parcours d'un chasseur de prime allemand et d'un homme noir pour retrouver la femme de ce dernier retenue en esclavage par le propriétaire d'une plantation...,Western,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,6,4,5", 2h 44min,Django Unchained
Thomas Kail,"Captation de la célèbre comédie musicale de Broadway récompensée par 11 Tony, Grammy et Olivier Awards, et par un prix Pulitzer. Hamilton raconte l'histoire d'Alexander Hamilton, l'un des Pères fondateurs de la nation américaine.","Biopic,Historique,Musical","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,4,--",2h 40min,Hamilton
Clint Eastwood,"Replié sur lui-même, l'entraîneur Frankie Dunn vit dans un désert affectif, en évitant toute relation qui pourrait accroître sa douleur et sa culpabilité. Un jour, une trentenaire pousse la porte de son gymnase à la recherche d'un coach...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,9,4,4",2h 12min,Million Dollar Baby
Mel Gibson,"1945, alors que la guerre dans le Pacifique fait rage et que les forces américaines mènent l’une des batailles les plus acharnées du conflit sur l’île d’Okinawa, un soldat s’est distingué. Fidèle à ses convictions et armé de son seul courage, il a sauvé la vie de dizaines de soldats blessés.","Biopic,Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,0,4,4",2h 20min,Tu ne tueras point
Charles Chaplin,"Un vagabond s’éprend d’une belle et jeune vendeuse de fleurs aveugle qui vit avec sa mère, couverte de dettes. Suite à un quiproquo, la fleuriste s’imagine le misérable, qui vient de lui acheter une fleur, en milliardaire...","Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",10 juillet 2019,"4,5,4,4",1h 27min,Les Lumières de la ville
Roberto Benigni,"En 1938, Guido, jeune homme plein de gaieté, rêve d'ouvrir une librairie, malgré les tracasseries de l'administration fasciste. Il tombe amoureux de Dora, institutrice étouffée par le conformisme familial et l'enlève le jour de ses fiançailles avec un bureaucrate du régime. Cinq ans plus tard, Guido et Dora ont un fils: Giosue. Mais les ...","Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,7,4,4",1h 57min,La Vie est belle
Bryan Singer,"Suite à une mystérieuse dénonciation, cinq criminels se retrouvent en garde à vue. Plus tard, engagés sur un coup par le génie du crime Keyser Söze, les cinq hommes sont pris au piège d’une diabolique machination…","Policier,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",18 juillet 2001,"4,6,4,4",1h 46min,Usual Suspects
Charles Chaplin,"Charlot est ouvrier dans une immense usine. Il resserre quotidiennement des boulons. Mais les machines, le travail à la chaîne le rendent malade, il abandonne son poste et recueille une orpheline…","Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",10 juillet 2019,"4,6,4,4",1h 27min,Les Temps modernes
None,"Lâchée par son amant, une jeune femme abandonne son enfant. Charlot le vagabond le recueille. Mais les services sociaux s’en mêlent...",Comédie,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",10 juillet 2019,"4,0,4,4",0h 52min,Le Kid
Peter Jackson,"Frodon le Hobbit hérite de l'Anneau Unique, un instrument de pouvoir absolu qui permettrait à Sauron, le Seigneur des ténèbres, de régner sur la Terre du Milieu. Commence alors un vaste périple visant à la destruction de l'objet.","Aventure,Fantastique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,7,4,5",2h 58min,Le Seigneur des anneaux : la communauté de l'anneau
Ridley Scott,"Le général romain Maximus est le plus fidèle soutien de l'empereur Marc Aurèle, qu'il a conduit de victoire en victoire avec une bravoure et un dévouement exemplaires. Jaloux du prestige de Maximus, et plus encore de l'amour que lui voue l'empereur, le fils de MarcAurèle, Commode, s'arroge brutalement le pouvoir, puis ordonne l'arrestation du ...","Action,Aventure","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,4,5",2h 35min,Gladiator
None,"Walt Kowalski est un ancien de la guerre de Corée, un homme inflexible, amer et pétri de préjugés surannés. Hormis sa chienne Daisy, il ne fait confiance qu'à son M-1, toujours propre, toujours prêt à l'usage...","Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,7,4,5", 1h 56min,Gran Torino
